[2018-07-01 20:24:24] [main] INFO  com.alibaba.jstorm.zk.Zookeeper [207]-> [] Starting inprocess zookeeper at port 2000 and dir C:\Users\xiao\AppData\Local\Temp\\0d3990b9-84b8-42ac-8ead-0861b17e225b
[2018-07-01 20:29:40] [main] INFO  c.a.j.d.worker.hearbeat.SyncContainerHb [344]-> [] Run Supervisor without Apsara/Yarn container
[2018-07-01 20:29:40] [main] INFO  c.a.j.daemon.supervisor.SandBoxMaker [75]-> [] Java Sandbox Policy :false
[2018-07-01 20:29:40] [main] INFO  c.a.j.daemon.supervisor.SandBoxMaker [86]-> [] JSTORM_HOME is ./
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.JStormMetricsReporter [98]-> [] starting jstorm metrics reporter in SupervisorManger
[2018-07-01 20:29:40] [main] INFO  com.alibaba.jstorm.metric.JStormMetrics [128]-> [] topology metrics debug enabled:false
[2018-07-01 20:29:40] [main] INFO  com.alibaba.jstorm.metric.JStormMetrics [146]-> [] debug metric names:
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.JStormMetricsReporter [124]-> [] topology metrics is enabled.
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.JStormMetricsReporter [131]-> [] check meta thread freq: 20 sec, flush metrics thread freq: 1 sec
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.JStormMetricsReporter [138]-> [] done.
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.AsmMetricRegistry [58]-> [] Successfully register metric of WG@__SUPERVISOR__@192.168.79.1@0@sys@CpuUsedRatio
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.AsmMetricRegistry [58]-> [] Successfully register metric of WG@__SUPERVISOR__@192.168.79.1@0@sys@DiskUsage
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.AsmMetricRegistry [58]-> [] Successfully register metric of WG@__SUPERVISOR__@192.168.79.1@0@sys@MemoryUsage
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.AsmMetricRegistry [58]-> [] Successfully register metric of WG@__SUPERVISOR__@192.168.79.1@0@sys@NetRecvSpeed
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.metric.AsmMetricRegistry [58]-> [] Successfully register metric of WG@__SUPERVISOR__@192.168.79.1@0@sys@NetSendSpeed
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [205]-> [] Receive WordCountTopology, uploadedJarLocation:null
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [296]-> [] Normalized configuration:{topology.id=WordCountTopology-1-1530448180, topology.acker.executors=1, topology.skip.missing.kryo.registrations=true, topology.enable.message.timeouts=false, spout.delay.run=0, filePath=d:/text.txt, topology.trident.batch.emit.interval.millis=50, topology.name=WordCountTopology, task.cleanup.timeout.sec=0, storm.cluster.mode=local, zmq.linger.millis=0, topology.kryo.register={}, topology.kryo.decorators=[], topology.max.task.parallelism=null}
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.NimbusUtils [284]-> [] Set word-counter parallelism 1
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.NimbusUtils [284]-> [] Set word-reader parallelism 1
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.NimbusUtils [284]-> [] Set word-normalizer parallelism 1
[2018-07-01 20:29:40] [main] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:29:40] [main] INFO  s.s.o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:29:40] [main] INFO  s.storm.org.apache.zookeeper.ZooKeeper [438]-> [] Initiating client connection, connectString=localhost:2000/jstorm sessionTimeout=20000 watcher=shade.storm.org.apache.curator.ConnectionState@16fdec90
[2018-07-01 20:29:40] [main-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [975]-> [] Opening socket connection to server localhost.localdomain/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
[2018-07-01 20:29:40] [main-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [852]-> [] Socket connection established to localhost.localdomain/0:0:0:0:0:0:0:1:2000, initiating session
[2018-07-01 20:29:40] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.z.server.NIOServerCnxnFactory [197]-> [] Accepted socket connection from /0:0:0:0:0:0:0:1:55617
[2018-07-01 20:29:40] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [868]-> [] Client attempting to establish new session at /0:0:0:0:0:0:0:1:55617
[2018-07-01 20:29:40] [SyncThread:0] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [617]-> [] Established session 0x16455d189210005 with negotiated timeout 20000 for client /0:0:0:0:0:0:0:1:55617
[2018-07-01 20:29:40] [main-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [1235]-> [] Session establishment complete on server localhost.localdomain/0:0:0:0:0:0:0:1:2000, sessionid = 0x16455d189210005, negotiated timeout = 20000
[2018-07-01 20:29:40] [main-EventThread] INFO  s.s.o.a.c.f.state.ConnectionStateManager [194]-> [] State change: CONNECTED
[2018-07-01 20:29:40] [ProcessThread(sid:0 cport:-1):] INFO  s.s.o.a.z.server.PrepRequestProcessor [645]-> [] Got user-level KeeperException when processing sessionid:0x16455d189210005 type:create cxid:0x2 zxid:0x15 txntype:-1 reqpath:n/a Error Path:/jstorm/blobstoremaxkeysequencenumber Error:KeeperErrorCode = NoNode for /jstorm/blobstoremaxkeysequencenumber
[2018-07-01 20:29:40] [ProcessThread(sid:0 cport:-1):] INFO  s.s.o.a.z.server.PrepRequestProcessor [494]-> [] Processed session termination for sessionid: 0x16455d189210005
[2018-07-01 20:29:40] [main] INFO  s.storm.org.apache.zookeeper.ZooKeeper [684]-> [] Session: 0x16455d189210005 closed
[2018-07-01 20:29:40] [main-EventThread] INFO  s.storm.org.apache.zookeeper.ClientCnxn [512]-> [] EventThread shut down
[2018-07-01 20:29:40] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.NIOServerCnxn [1007]-> [] Closed socket connection for client /0:0:0:0:0:0:0:1:55617 which had sessionid 0x16455d189210005
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.cluster.StormZkClusterState [766]-> [] setup path /blobstore/WordCountTopology-1-1530448180-stormconf.ser/192.168.79.1:8627-1
[2018-07-01 20:29:40] [main] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:29:40] [main] INFO  s.s.o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:29:40] [main] INFO  s.storm.org.apache.zookeeper.ZooKeeper [438]-> [] Initiating client connection, connectString=localhost:2000/jstorm sessionTimeout=20000 watcher=shade.storm.org.apache.curator.ConnectionState@2f1de2d6
[2018-07-01 20:29:40] [main-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [975]-> [] Opening socket connection to server localhost.localdomain/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
[2018-07-01 20:29:40] [main-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [852]-> [] Socket connection established to localhost.localdomain/0:0:0:0:0:0:0:1:2000, initiating session
[2018-07-01 20:29:40] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.z.server.NIOServerCnxnFactory [197]-> [] Accepted socket connection from /0:0:0:0:0:0:0:1:55620
[2018-07-01 20:29:40] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [868]-> [] Client attempting to establish new session at /0:0:0:0:0:0:0:1:55620
[2018-07-01 20:29:40] [SyncThread:0] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [617]-> [] Established session 0x16455d189210006 with negotiated timeout 20000 for client /0:0:0:0:0:0:0:1:55620
[2018-07-01 20:29:40] [main-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [1235]-> [] Session establishment complete on server localhost.localdomain/0:0:0:0:0:0:0:1:2000, sessionid = 0x16455d189210006, negotiated timeout = 20000
[2018-07-01 20:29:40] [main-EventThread] INFO  s.s.o.a.c.f.state.ConnectionStateManager [194]-> [] State change: CONNECTED
[2018-07-01 20:29:40] [ProcessThread(sid:0 cport:-1):] INFO  s.s.o.a.z.server.PrepRequestProcessor [494]-> [] Processed session termination for sessionid: 0x16455d189210006
[2018-07-01 20:29:40] [main] INFO  s.storm.org.apache.zookeeper.ZooKeeper [684]-> [] Session: 0x16455d189210006 closed
[2018-07-01 20:29:40] [main-EventThread] INFO  s.storm.org.apache.zookeeper.ClientCnxn [512]-> [] EventThread shut down
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.cluster.StormZkClusterState [766]-> [] setup path /blobstore/WordCountTopology-1-1530448180-stormcode.ser/192.168.79.1:8627-1
[2018-07-01 20:29:40] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.NIOServerCnxn [1007]-> [] Closed socket connection for client /0:0:0:0:0:0:0:1:55620 which had sessionid 0x16455d189210006
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [1510]-> [] Successfully create blobstore for topology WordCountTopology-1-1530448180
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:25
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [1605]-> [] desired replication count of 1 not achieved but we have hit the max wait time 60, so moving on with key to replication count {WordCountTopology-1-1530448180-stormconf.ser=1, WordCountTopology-1-1530448180-stormjar.jar=1, WordCountTopology-1-1530448180-stormcode.ser=1}
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:29
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:24
[2018-07-01 20:29:40] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [323]-> [] Submit for WordCountTopology with conf {"topology.id":"WordCountTopology-1-1530448180","task.cleanup.timeout.sec":0,"storm.cluster.mode":"local","topology.skip.missing.kryo.registrations":true,"topology.enable.message.timeouts":false,"zmq.linger.millis":0,"spout.delay.run":0,"filePath":"d:\/text.txt","topology.trident.batch.emit.interval.millis":50,"topology.name":"WordCountTopology"}
[2018-07-01 20:29:40] [TopologyAssign] INFO  c.a.jstorm.daemon.nimbus.TopologyAssign [481]-> [] Determining assignment for WordCountTopology-1-1530448180
[2018-07-01 20:29:40] [TopologyAssign] INFO  c.a.jstorm.daemon.nimbus.TopologyAssign [364]-> [] prepareTopologyAssign, topoMasterId=2
[2018-07-01 20:29:40] [TopologyAssign] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:21
[2018-07-01 20:29:40] [TopologyAssign] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:23
[2018-07-01 20:29:40] [main-EventThread] INFO  c.a.j.cluster.DistributedClusterState [86]-> [] Received event SyncConnected:NodeChildrenChanged:/assignments
[2018-07-01 20:29:41] [TopologyAssign] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:32
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.j.d.supervisor.SyncSupervisorEvent [476]-> [] Downloading code for storm id WordCountTopology-1-1530448180 from C:\Users\xiao\AppData\Local\Temp\\be540980-ca50-4c22-971a-0c267cc2bcd6
[2018-07-01 20:29:41] [TopologyAssign] INFO  c.a.jstorm.daemon.nimbus.NimbusUtils [635]-> [] Setting taskTimeout:240 for WordCountTopology-1-1530448180
[2018-07-01 20:29:41] [EventManagerImp] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:29:41] [TopologyAssign] INFO  c.a.jstorm.daemon.nimbus.TopologyAssign [530]-> [] Successfully make assignment for topology id WordCountTopology-1-1530448180: Assignment[masterCodeDir=C:\Users\xiao\AppData\Local\Temp\\be540980-ca50-4c22-971a-0c267cc2bcd6,nodeHost={d0a2cd7c-e2c8-4a1c-811e-efb130a015f7=192.168.79.1},taskStartTimeSecs={1=1530448180, 2=1530448180, 3=1530448180, 4=1530448180, 5=1530448180},workers=[ResourceWorkerSlot[hostname=192.168.79.1,memSize=0,cpu=0,tasks=[1, 2, 3, 4, 5],jvm=<null>,nodeId=d0a2cd7c-e2c8-4a1c-811e-efb130a015f7,port=6900]],timeStamp=1530448180960,type=Assign]
[2018-07-01 20:29:41] [pool-8-thread-6] INFO  c.a.j.d.n.m.u.DefaultMetricUploader [68]-> [] Successfully sendEvent TaskStartEvent[oldAssignment=<null>,newAssignment=Assignment[masterCodeDir=C:\Users\xiao\AppData\Local\Temp\\be540980-ca50-4c22-971a-0c267cc2bcd6,nodeHost={d0a2cd7c-e2c8-4a1c-811e-efb130a015f7=192.168.79.1},taskStartTimeSecs={1=1530448180, 2=1530448180, 3=1530448180, 4=1530448180, 5=1530448180},workers=[ResourceWorkerSlot[hostname=192.168.79.1,memSize=0,cpu=0,tasks=[1, 2, 3, 4, 5],jvm=<null>,nodeId=d0a2cd7c-e2c8-4a1c-811e-efb130a015f7,port=6900]],timeStamp=1530448180960,type=Assign],task2Component={1=word-counter, 2=__topology_master, 3=word-normalizer, 4=__acker, 5=word-reader},topologyId=WordCountTopology-1-1530448180,timestamp=1530448181016,context=com.alibaba.jstorm.daemon.nimbus.metric.ClusterMetricsContext@12916f73] of default
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.s.o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [438]-> [] Initiating client connection, connectString=localhost:2000/jstorm sessionTimeout=20000 watcher=shade.storm.org.apache.curator.ConnectionState@5237b19
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.jstorm.blobstore.FileBlobStoreImpl [104]-> [] Creating new blob store based in C:\Users\xiao\AppData\Local\Temp\be540980-ca50-4c22-971a-0c267cc2bcd6\blobs
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [975]-> [] Opening socket connection to server localhost.localdomain/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [852]-> [] Socket connection established to localhost.localdomain/127.0.0.1:2000, initiating session
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.z.server.NIOServerCnxnFactory [197]-> [] Accepted socket connection from /127.0.0.1:55623
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [868]-> [] Client attempting to establish new session at /127.0.0.1:55623
[2018-07-01 20:29:41] [TopologyAssign] INFO  c.a.jstorm.daemon.nimbus.TopologyAssign [352]-> [] Update WordCountTopology-1-1530448180 StormStatus[type=active,killTimeSecs=0,delaySecs=0,oldStatus=<null>]
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [1235]-> [] Session establishment complete on server localhost.localdomain/127.0.0.1:2000, sessionid = 0x16455d189210007, negotiated timeout = 20000
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  s.s.o.a.c.f.state.ConnectionStateManager [194]-> [] State change: CONNECTED
[2018-07-01 20:29:41] [SyncThread:0] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [617]-> [] Established session 0x16455d189210007 with negotiated timeout 20000 for client /127.0.0.1:55623
[2018-07-01 20:29:41] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [186]-> [] Finish submit for WordCountTopology
[2018-07-01 20:29:41] [pool-8-thread-7] INFO  c.a.j.d.n.m.u.DefaultMetricUploader [68]-> [] Successfully sendEvent StartTopologyEvent[sampleRate=0.05,topologyId=WordCountTopology-1-1530448180,timestamp=1530448181045,context=com.alibaba.jstorm.daemon.nimbus.metric.ClusterMetricsContext@12916f73] of default
[2018-07-01 20:29:41] [main] INFO  c.a.jstorm.metric.AsmMetricRegistry [58]-> [] Successfully register metric of WH@__NIMBUS__@192.168.79.1@0@sys@submitTopologyWithOpts
[2018-07-01 20:29:41] [main] INFO  c.a.jstorm.daemon.nimbus.ServiceHandler [375]-> [] submitTopologyWithOpts WordCountTopology costs 450522.0ms
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:41
[2018-07-01 20:29:41] [TopologyAssign] INFO  c.a.jstorm.daemon.nimbus.TopologyAssign [312]-> [] Skip remove topology of []
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:19
[2018-07-01 20:29:41] [ProcessThread(sid:0 cport:-1):] INFO  s.s.o.a.z.server.PrepRequestProcessor [494]-> [] Processed session termination for sessionid: 0x16455d189210007
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  s.storm.org.apache.zookeeper.ClientCnxn [512]-> [] EventThread shut down
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.NIOServerCnxn [1007]-> [] Closed socket connection for client /127.0.0.1:55623 which had sessionid 0x16455d189210007
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [684]-> [] Session: 0x16455d189210007 closed
[2018-07-01 20:29:41] [EventManagerImp] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.s.o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [438]-> [] Initiating client connection, connectString=localhost:2000/jstorm sessionTimeout=20000 watcher=shade.storm.org.apache.curator.ConnectionState@5853017d
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.jstorm.blobstore.FileBlobStoreImpl [104]-> [] Creating new blob store based in C:\Users\xiao\AppData\Local\Temp\be540980-ca50-4c22-971a-0c267cc2bcd6\blobs
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [975]-> [] Opening socket connection to server localhost.localdomain/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [852]-> [] Socket connection established to localhost.localdomain/127.0.0.1:2000, initiating session
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.z.server.NIOServerCnxnFactory [197]-> [] Accepted socket connection from /127.0.0.1:55626
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [868]-> [] Client attempting to establish new session at /127.0.0.1:55626
[2018-07-01 20:29:41] [SyncThread:0] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [617]-> [] Established session 0x16455d189210008 with negotiated timeout 20000 for client /127.0.0.1:55626
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [1235]-> [] Session establishment complete on server localhost.localdomain/127.0.0.1:2000, sessionid = 0x16455d189210008, negotiated timeout = 20000
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  s.s.o.a.c.f.state.ConnectionStateManager [194]-> [] State change: CONNECTED
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:26
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.jstorm.blobstore.LocalFsBlobStore [270]-> [] list blob keys, size:2, cost:20
[2018-07-01 20:29:41] [ProcessThread(sid:0 cport:-1):] INFO  s.s.o.a.z.server.PrepRequestProcessor [494]-> [] Processed session termination for sessionid: 0x16455d189210008
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [684]-> [] Session: 0x16455d189210008 closed
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.NIOServerCnxn [1007]-> [] Closed socket connection for client /127.0.0.1:55626 which had sessionid 0x16455d189210008
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  s.storm.org.apache.zookeeper.ClientCnxn [512]-> [] EventThread shut down
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.j.d.supervisor.SyncSupervisorEvent [277]-> [] Extracting resources from jar at D:\Program Files\repository\com\alibaba\jstorm\jstorm-core\2.2.1\jstorm-core-2.2.1.jar to C:\Users\xiao\AppData\Local\Temp\\f343932a-da37-44ad-8485-b086109318eb\supervisor\stormdist\WordCountTopology-1-1530448180/resources
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.j.d.supervisor.SyncSupervisorEvent [494]-> [] Finished downloading code for storm id WordCountTopology-1-1530448180 from C:\Users\xiao\AppData\Local\Temp\\be540980-ca50-4c22-971a-0c267cc2bcd6
[2018-07-01 20:29:41] [EventManagerImp] INFO  c.a.j.daemon.supervisor.SyncProcessEvent [1004]-> [] Launching worker with assiangment LocalAssignment[topologyId=WordCountTopology-1-1530448180,topologyName=WordCountTopology,taskIds=[1, 2, 3, 4, 5],mem=0,cpu=0,jvm=<null>,timeStamp=1530448180960] for the supervisor d0a2cd7c-e2c8-4a1c-811e-efb130a015f7 on port 6900 with id b3da9482-977a-468b-98f7-e596de3fc337
[2018-07-01 20:29:41] [EventManagerImp] INFO  com.alibaba.jstorm.daemon.worker.Worker [240]-> [] Begin to run worker:topologyId:WordCountTopology-1-1530448180, port:6900, workerId:b3da9482-977a-468b-98f7-e596de3fc337, jarPath:null

[2018-07-01 20:29:41] [EventManagerImp] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.s.o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [438]-> [] Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=shade.storm.org.apache.curator.ConnectionState@4fd4067
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [975]-> [] Opening socket connection to server localhost.localdomain/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [852]-> [] Socket connection established to localhost.localdomain/0:0:0:0:0:0:0:1:2000, initiating session
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.z.server.NIOServerCnxnFactory [197]-> [] Accepted socket connection from /0:0:0:0:0:0:0:1:55629
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [868]-> [] Client attempting to establish new session at /0:0:0:0:0:0:0:1:55629
[2018-07-01 20:29:41] [SyncThread:0] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [617]-> [] Established session 0x16455d189210009 with negotiated timeout 20000 for client /0:0:0:0:0:0:0:1:55629
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [1235]-> [] Session establishment complete on server localhost.localdomain/0:0:0:0:0:0:0:1:2000, sessionid = 0x16455d189210009, negotiated timeout = 20000
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  s.s.o.a.c.f.state.ConnectionStateManager [194]-> [] State change: CONNECTED
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  c.a.j.callback.DefaultWatcherCallBack [40]-> [] Zookeeper state update::connected,:none,null
[2018-07-01 20:29:41] [ProcessThread(sid:0 cport:-1):] INFO  s.s.o.a.z.server.PrepRequestProcessor [494]-> [] Processed session termination for sessionid: 0x16455d189210009
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [684]-> [] Session: 0x16455d189210009 closed
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.NIOServerCnxn [1007]-> [] Closed socket connection for client /0:0:0:0:0:0:0:1:55629 which had sessionid 0x16455d189210009
[2018-07-01 20:29:41] [EventManagerImp] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:29:41] [EventManagerImp-EventThread] INFO  s.storm.org.apache.zookeeper.ClientCnxn [512]-> [] EventThread shut down
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.s.o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:29:41] [EventManagerImp] INFO  s.storm.org.apache.zookeeper.ZooKeeper [438]-> [] Initiating client connection, connectString=localhost:2000/jstorm sessionTimeout=20000 watcher=shade.storm.org.apache.curator.ConnectionState@16565484
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [975]-> [] Opening socket connection to server localhost.localdomain/0:0:0:0:0:0:0:1:2000. Will not attempt to authenticate using SASL (unknown error)
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.z.server.NIOServerCnxnFactory [197]-> [] Accepted socket connection from /0:0:0:0:0:0:0:1:55632
[2018-07-01 20:29:41] [EventManagerImp-SendThread(localhost.localdomain:2000)] INFO  s.storm.org.apache.zookeeper.ClientCnxn [852]-> [] Socket connection established to localhost.localdomain/0:0:0:0:0:0:0:1:2000, initiating session
[2018-07-01 20:29:41] [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  s.s.o.a.zookeeper.server.ZooKeeperServer [868]-> [] Client attempting to establish new session at /0:0:0:0:0:0:0:1:55632
